ip,action_method,action_path,score,recon_correlated,history_len,long_history_len,razones,adaptive_flags,decision
54.245.99.77,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=359)",NORMAL
54.245.99.77,POST,/products/19/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=359)",BLOQUEADO
78.30.136.115,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=360)",NORMAL
78.30.136.115,GET,/products/6,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=360)",NORMAL
78.30.136.115,POST,/products/6/stock,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=360)",NORMAL
78.30.136.115,GET,/products/,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=360)",NORMAL
44.97.247.55,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=360)",NORMAL
44.97.247.55,POST,/products/1/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=360)",BLOQUEADO
89.232.217.114,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=361)",NORMAL
89.232.217.114,POST,/products/3/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=361)",BLOQUEADO
40.236.77.8,GET,/products/8,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=362)",NORMAL
40.236.77.8,GET,/products/8,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=362)",NORMAL
40.236.77.8,GET,/products/8,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=362)",NORMAL
40.236.77.8,GET,/products/8,50,f,4,4,secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=362)",SOSPECHOSO
40.236.77.8,GET,/products/8,150,t,5,5,secuencia repetitiva de acciones + recon_attack_correlation: recon_events=5 attacks=['secuencia repetitiva de acciones'] score 50→150 (x3.0),"night_hours,system_pressure(blocks=363)",BLOQUEADO
34.175.44.72,GET,/products/4,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/2,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/19,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/1,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/3,0,f,5,5,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/6,0,f,6,6,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/18,0,f,7,7,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/9,0,f,8,8,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/6,0,f,9,9,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/11,0,f,10,10,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/11,0,f,11,11,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/9,0,f,12,12,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/14,0,f,13,13,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/13,0,f,14,14,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
34.175.44.72,GET,/products/5,0,f,15,15,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
94.176.130.187,GET,/products/6,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
94.176.130.187,GET,/products/6,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
94.176.130.187,GET,/products/6,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=364)",NORMAL
94.176.130.187,GET,/products/6,50,f,4,4,secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=364)",SOSPECHOSO
94.176.130.187,GET,/products/6,150,t,5,5,secuencia repetitiva de acciones + recon_attack_correlation: recon_events=5 attacks=['secuencia repetitiva de acciones'] score 50→150 (x3.0),"night_hours,system_pressure(blocks=365)",BLOQUEADO
38.227.17.160,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=366)",NORMAL
38.227.17.160,POST,/products/3/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=366)",BLOQUEADO
72.109.138.225,GET,/products/8,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=367)",NORMAL
72.109.138.225,GET,/products/8,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=367)",NORMAL
72.109.138.225,GET,/products/8,50,f,4,4,secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=367)",SOSPECHOSO
72.109.138.225,GET,/products/8,150,t,5,5,secuencia repetitiva de acciones + recon_attack_correlation: recon_events=5 attacks=['secuencia repetitiva de acciones'] score 50→150 (x3.0),"night_hours,system_pressure(blocks=368)",BLOQUEADO
34.174.80.53,POST,/products/17/stock,60,f,1,1,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=369)",BLOQUEADO
34.174.80.53,POST,/products/17/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=370)",BLOQUEADO
34.174.80.53,POST,/products/17/stock,60,f,3,3,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=371)",BLOQUEADO
34.174.80.53,POST,/products/17/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=372)",BLOQUEADO
34.174.80.53,POST,/products/17/stock,150,f,5,5,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=373)",BLOQUEADO
34.174.80.53,POST,/products/17/stock,150,f,6,6,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=374)",BLOQUEADO
22.88.50.128,GET,/products/15,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=375)",NORMAL
22.88.50.128,GET,/products/15,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=375)",NORMAL
22.88.50.128,GET,/products/15,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=375)",NORMAL
22.88.50.128,GET,/products/15,50,f,4,4,secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=375)",SOSPECHOSO
22.88.50.128,GET,/products/15,150,t,5,5,secuencia repetitiva de acciones + recon_attack_correlation: recon_events=5 attacks=['secuencia repetitiva de acciones'] score 50→150 (x3.0),"night_hours,system_pressure(blocks=376)",BLOQUEADO
51.185.200.107,POST,/products/10/stock,60,f,1,1,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=377)",BLOQUEADO
51.185.200.107,POST,/products/10/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=378)",BLOQUEADO
51.185.200.107,POST,/products/10/stock,60,f,3,3,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=379)",BLOQUEADO
51.185.200.107,POST,/products/10/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=380)",BLOQUEADO
51.185.200.107,POST,/products/10/stock,150,f,5,5,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=381)",BLOQUEADO
51.185.200.107,POST,/products/10/stock,150,f,6,6,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=382)",BLOQUEADO
54.244.24.49,GET,/products/8,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=383)",NORMAL
54.244.24.49,GET,/products/5,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=383)",NORMAL
54.244.24.49,GET,/products/10,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=383)",NORMAL
54.244.24.49,GET,/products/4,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=383)",NORMAL
54.244.24.49,GET,/products/10,0,f,5,5,comportamiento normal,"night_hours,system_pressure(blocks=383)",NORMAL
54.244.24.49,GET,/products/4,150,t,6,6,secuencia repetitiva de acciones + recon_attack_correlation: recon_events=6 attacks=['secuencia repetitiva de acciones'] score 50→150 (x3.0),"night_hours,system_pressure(blocks=383)",BLOQUEADO
54.244.24.49,GET,/products/1,0,f,7,7,comportamiento normal,"night_hours,system_pressure(blocks=384)",NORMAL
54.244.24.49,GET,/products/5,0,f,8,8,comportamiento normal,"night_hours,system_pressure(blocks=384)",NORMAL
54.244.24.49,GET,/products/2,0,f,9,9,comportamiento normal,"night_hours,system_pressure(blocks=384)",NORMAL
54.244.24.49,GET,/products/16,0,f,10,10,comportamiento normal,"night_hours,system_pressure(blocks=384)",NORMAL
54.244.24.49,GET,/products/1,0,f,11,11,comportamiento normal,"night_hours,system_pressure(blocks=384)",NORMAL
54.244.24.49,GET,/products/7,0,f,12,12,comportamiento normal,"night_hours,system_pressure(blocks=384)",NORMAL
54.244.24.49,GET,/products/3,0,f,13,13,comportamiento normal,"night_hours,system_pressure(blocks=384)",NORMAL
54.244.24.49,GET,/products/12,0,f,14,14,comportamiento normal,"night_hours,system_pressure(blocks=384)",NORMAL
54.244.24.49,GET,/products/4,0,f,15,15,comportamiento normal,"night_hours,system_pressure(blocks=384)",NORMAL
92.238.69.144,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=384)",NORMAL
92.238.69.144,POST,/products/10/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=384)",BLOQUEADO
66.52.117.3,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=385)",NORMAL
66.52.117.3,POST,/products/12/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=385)",BLOQUEADO
32.240.148.216,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=386)",NORMAL
32.240.148.216,POST,/products/1/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=386)",BLOQUEADO
79.43.133.44,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=387)",NORMAL
79.43.133.44,GET,/products/1,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=387)",NORMAL
79.43.133.44,GET,/products/2,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=387)",NORMAL
79.43.133.44,GET,/products/3,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=387)",NORMAL
79.43.133.44,POST,/products/13/stock,60,f,5,5,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=387)",BLOQUEADO
79.43.133.44,POST,/products/13/stock,60,f,6,6,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=388)",BLOQUEADO
79.43.133.44,POST,/products/13/stock,110,f,7,7,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=389)",BLOQUEADO
79.43.133.44,POST,/products/13/stock,110,f,8,8,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=390)",BLOQUEADO
79.43.133.44,POST,/products/13/stock,150,f,9,9,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=391)",BLOQUEADO
41.244.53.30,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=392)",NORMAL
41.244.53.30,GET,/products/1,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=392)",NORMAL
41.244.53.30,GET,/products/2,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=392)",NORMAL
41.244.53.30,GET,/products/3,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=392)",NORMAL
41.244.53.30,POST,/products/6/stock,60,f,5,5,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=392)",BLOQUEADO
41.244.53.30,POST,/products/6/stock,60,f,6,6,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=393)",BLOQUEADO
41.244.53.30,POST,/products/6/stock,110,f,7,7,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=394)",BLOQUEADO
41.244.53.30,POST,/products/6/stock,110,f,8,8,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=395)",BLOQUEADO
41.244.53.30,POST,/products/6/stock,150,f,9,9,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=396)",BLOQUEADO
90.179.111.135,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=397)",NORMAL
90.179.111.135,POST,/products/16/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=397)",BLOQUEADO
67.107.44.24,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=398)",NORMAL
67.107.44.24,POST,/products/13/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=398)",BLOQUEADO
12.127.51.161,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=399)",NORMAL
12.127.51.161,GET,/products/1,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=399)",NORMAL
12.127.51.161,POST,/products/1/stock,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=399)",NORMAL
12.127.51.161,GET,/products/,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=399)",NORMAL
35.144.102.227,GET,/products/13,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=399)",NORMAL
35.144.102.227,GET,/products/13,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=399)",NORMAL
35.144.102.227,GET,/products/17,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=399)",NORMAL
35.144.102.227,GET,/products/17,50,f,4,4,secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=399)",SOSPECHOSO
35.144.102.227,GET,/products/16,0,f,5,5,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
35.144.102.227,GET,/products/13,0,f,6,6,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
35.144.102.227,GET,/products/5,0,f,7,7,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
35.144.102.227,GET,/products/5,0,f,8,8,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
35.144.102.227,GET,/products/3,0,f,9,9,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
35.144.102.227,GET,/products/9,0,f,10,10,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
35.144.102.227,GET,/products/5,0,f,11,11,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
35.144.102.227,GET,/products/9,0,f,12,12,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
35.144.102.227,GET,/products/6,0,f,13,13,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
35.144.102.227,GET,/products/6,0,f,14,14,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
35.144.102.227,GET,/products/15,0,f,15,15,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
55.226.203.85,GET,/products/8,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
55.226.203.85,GET,/products/8,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
55.226.203.85,GET,/products/8,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=400)",NORMAL
55.226.203.85,GET,/products/8,50,f,4,4,secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=400)",SOSPECHOSO
55.226.203.85,GET,/products/8,150,t,5,5,secuencia repetitiva de acciones + recon_attack_correlation: recon_events=5 attacks=['secuencia repetitiva de acciones'] score 50→150 (x3.0),"night_hours,system_pressure(blocks=401)",BLOQUEADO
23.176.198.186,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=402)",NORMAL
23.176.198.186,POST,/products/9/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=402)",BLOQUEADO
69.133.137.175,GET,/products/15,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=403)",NORMAL
69.133.137.175,GET,/products/15,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=403)",NORMAL
69.133.137.175,GET,/products/15,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=403)",NORMAL
69.133.137.175,GET,/products/15,50,f,4,4,secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=403)",SOSPECHOSO
69.133.137.175,GET,/products/15,150,t,5,5,secuencia repetitiva de acciones + recon_attack_correlation: recon_events=5 attacks=['secuencia repetitiva de acciones'] score 50→150 (x3.0),"night_hours,system_pressure(blocks=404)",BLOQUEADO
69.252.224.214,POST,/products/11/stock,60,f,1,1,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=405)",BLOQUEADO
69.252.224.214,POST,/products/11/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=406)",BLOQUEADO
69.252.224.214,POST,/products/11/stock,60,f,3,3,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=407)",BLOQUEADO
69.252.224.214,POST,/products/11/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=408)",BLOQUEADO
69.252.224.214,POST,/products/11/stock,150,f,5,5,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=409)",BLOQUEADO
69.252.224.214,POST,/products/11/stock,150,f,6,6,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=410)",BLOQUEADO
99.137.163.189,GET,/products/6,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=411)",NORMAL
99.137.163.189,GET,/products/6,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=411)",NORMAL
99.137.163.189,GET,/products/6,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=411)",NORMAL
99.137.163.189,GET,/products/6,50,f,4,4,secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=411)",SOSPECHOSO
99.137.163.189,GET,/products/6,150,t,5,5,secuencia repetitiva de acciones + recon_attack_correlation: recon_events=5 attacks=['secuencia repetitiva de acciones'] score 50→150 (x3.0),"night_hours,system_pressure(blocks=412)",BLOQUEADO
95.13.47.197,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=413)",NORMAL
95.13.47.197,GET,/products/19,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=413)",NORMAL
95.13.47.197,POST,/products/19/stock,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=413)",NORMAL
95.13.47.197,GET,/products/,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=413)",NORMAL
52.0.201.240,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=413)",NORMAL
52.0.201.240,POST,/products/12/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=413)",BLOQUEADO
25.33.71.116,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=414)",NORMAL
25.33.71.116,POST,/products/18/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=414)",BLOQUEADO
42.153.160.53,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=415)",NORMAL
42.153.160.53,POST,/products/5/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=415)",BLOQUEADO
38.179.61.243,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=416)",NORMAL
38.179.61.243,POST,/products/12/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=416)",BLOQUEADO
88.143.207.85,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=417)",NORMAL
88.143.207.85,GET,/products/5,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=417)",NORMAL
88.143.207.85,POST,/products/5/stock,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=417)",NORMAL
88.143.207.85,GET,/products/,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=417)",NORMAL
81.13.55.224,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=417)",NORMAL
81.13.55.224,POST,/products/9/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=417)",BLOQUEADO
77.187.89.119,POST,/products/12/stock,60,f,1,1,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=418)",BLOQUEADO
77.187.89.119,POST,/products/12/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=419)",BLOQUEADO
77.187.89.119,POST,/products/12/stock,60,f,3,3,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=420)",BLOQUEADO
77.187.89.119,POST,/products/12/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=421)",BLOQUEADO
77.187.89.119,POST,/products/12/stock,150,f,5,5,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=422)",BLOQUEADO
77.187.89.119,POST,/products/12/stock,150,f,6,6,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=423)",BLOQUEADO
89.212.162.2,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=424)",NORMAL
89.212.162.2,GET,/products/1,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=424)",NORMAL
89.212.162.2,GET,/products/2,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=424)",NORMAL
89.212.162.2,GET,/products/3,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=424)",NORMAL
89.212.162.2,POST,/products/13/stock,60,f,5,5,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=424)",BLOQUEADO
89.212.162.2,POST,/products/13/stock,60,f,6,6,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=425)",BLOQUEADO
89.212.162.2,POST,/products/13/stock,110,f,7,7,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=426)",BLOQUEADO
89.212.162.2,POST,/products/13/stock,110,f,8,8,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=427)",BLOQUEADO
67.129.232.133,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=428)",NORMAL
67.129.232.133,GET,/products/18,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=428)",NORMAL
67.129.232.133,POST,/products/18/stock,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=428)",NORMAL
67.129.232.133,GET,/products/,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=428)",NORMAL
34.123.149.195,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=428)",NORMAL
34.123.149.195,GET,/products/15,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=428)",NORMAL
34.123.149.195,POST,/products/15/stock,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=428)",NORMAL
34.123.149.195,GET,/products/,0,f,4,4,comportamiento normal,"night_hours,system_pressure(blocks=428)",NORMAL
89.135.156.47,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=428)",NORMAL
89.135.156.47,POST,/products/2/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=428)",BLOQUEADO
26.74.159.179,POST,/products/18/stock,60,f,1,1,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=429)",BLOQUEADO
26.74.159.179,POST,/products/18/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=430)",BLOQUEADO
26.74.159.179,POST,/products/18/stock,60,f,3,3,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=431)",BLOQUEADO
26.74.159.179,POST,/products/18/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=432)",BLOQUEADO
26.74.159.179,POST,/products/18/stock,150,f,5,5,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=433)",BLOQUEADO
26.74.159.179,POST,/products/18/stock,150,f,6,6,modificó stock sin consultar producto + secuencia repetitiva de acciones + modificaciones de stock repetitivas,"night_hours,system_pressure(blocks=434)",BLOQUEADO
98.80.114.67,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=435)",NORMAL
98.80.114.67,POST,/products/7/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=435)",BLOQUEADO
95.155.23.29,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=436)",NORMAL
95.155.23.29,POST,/products/3/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=436)",BLOQUEADO
27.98.244.27,GET,/products/16,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=437)",NORMAL
27.98.244.27,GET,/products/16,0,f,2,2,comportamiento normal,"night_hours,system_pressure(blocks=437)",NORMAL
27.98.244.27,GET,/products/16,0,f,3,3,comportamiento normal,"night_hours,system_pressure(blocks=437)",NORMAL
27.98.244.27,GET,/products/16,50,f,4,4,secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=437)",SOSPECHOSO
27.98.244.27,GET,/products/16,150,t,5,5,secuencia repetitiva de acciones + recon_attack_correlation: recon_events=5 attacks=['secuencia repetitiva de acciones'] score 50→150 (x3.0),"night_hours,system_pressure(blocks=438)",BLOQUEADO
10.63.71.172,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=439)",NORMAL
10.63.71.172,POST,/products/14/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=439)",BLOQUEADO
97.103.66.177,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=440)",NORMAL
97.103.66.177,POST,/products/18/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=440)",BLOQUEADO
15.116.172.76,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=441)",NORMAL
52.65.232.162,GET,/products/,0,f,1,1,comportamiento normal,"night_hours,system_pressure(blocks=441)",NORMAL
52.65.232.162,POST,/products/9/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=441)",BLOQUEADO
76.122.211.224,POST,/products/14/stock,60,f,1,1,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=442)",BLOQUEADO
76.122.211.224,POST,/products/14/stock,60,f,2,2,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=443)",BLOQUEADO
76.122.211.224,POST,/products/14/stock,60,f,3,3,modificó stock sin consultar producto,"night_hours,system_pressure(blocks=444)",BLOQUEADO
76.122.211.224,POST,/products/14/stock,110,f,4,4,modificó stock sin consultar producto + secuencia repetitiva de acciones,"night_hours,system_pressure(blocks=445)",BLOQUEADO
