ip,action_method,action_path,score,recon_correlated,history_len,long_history_len,decision
35.123.33.247,POST,/products/3/stock,60,f,3,3,BLOQUEADO
35.123.33.247,POST,/products/3/stock,110,f,4,4,BLOQUEADO
35.123.33.247,POST,/products/3/stock,150,f,5,5,BLOQUEADO
35.123.33.247,POST,/products/3/stock,150,f,6,6,BLOQUEADO
66.170.111.145,GET,/products/,0,f,1,1,NORMAL
66.170.111.145,GET,/products/17,0,f,2,2,NORMAL
66.170.111.145,POST,/products/17/stock,0,f,3,3,NORMAL
66.170.111.145,GET,/products/,0,f,4,4,NORMAL
37.245.29.63,GET,/products/,0,f,1,1,NORMAL
37.245.29.63,POST,/products/15/stock,60,f,2,2,BLOQUEADO
32.161.81.13,POST,/products/11/stock,60,f,1,1,BLOQUEADO
32.161.81.13,POST,/products/11/stock,60,f,2,2,BLOQUEADO
32.161.81.13,POST,/products/11/stock,60,f,3,3,BLOQUEADO
32.161.81.13,POST,/products/11/stock,110,f,4,4,BLOQUEADO
32.161.81.13,POST,/products/11/stock,150,f,5,5,BLOQUEADO
32.161.81.13,POST,/products/11/stock,150,f,6,6,BLOQUEADO
74.184.231.232,GET,/products/,0,f,1,1,NORMAL
74.184.231.232,POST,/products/12/stock,60,f,2,2,BLOQUEADO
79.14.226.126,GET,/products/18,0,f,1,1,NORMAL
79.14.226.126,GET,/products/18,0,f,2,2,NORMAL
79.14.226.126,GET,/products/18,0,f,3,3,NORMAL
79.14.226.126,GET,/products/18,50,f,4,4,SOSPECHOSO
79.14.226.126,GET,/products/18,150,t,5,5,BLOQUEADO
87.48.22.37,POST,/products/16/stock,60,f,1,1,BLOQUEADO
87.48.22.37,POST,/products/16/stock,60,f,2,2,BLOQUEADO
87.48.22.37,POST,/products/16/stock,60,f,3,3,BLOQUEADO
87.48.22.37,POST,/products/16/stock,110,f,4,4,BLOQUEADO
87.48.22.37,POST,/products/16/stock,150,f,5,5,BLOQUEADO
87.48.22.37,POST,/products/16/stock,150,f,6,6,BLOQUEADO
41.109.242.55,GET,/products/,0,f,1,1,NORMAL
41.109.242.55,GET,/products/8,0,f,2,2,NORMAL
41.109.242.55,POST,/products/8/stock,0,f,3,3,NORMAL
41.109.242.55,GET,/products/,0,f,4,4,NORMAL
12.243.45.181,GET,/products/11,0,f,1,1,NORMAL
12.243.45.181,GET,/products/11,0,f,2,2,NORMAL
12.243.45.181,GET,/products/11,0,f,3,3,NORMAL
12.243.45.181,GET,/products/11,50,f,4,4,SOSPECHOSO
12.243.45.181,GET,/products/11,150,t,5,5,BLOQUEADO
35.210.174.15,GET,/products/,0,f,1,1,NORMAL
35.210.174.15,POST,/products/1/stock,60,f,2,2,BLOQUEADO
60.22.205.65,GET,/products/,0,f,1,1,NORMAL
60.22.205.65,GET,/products/1,0,f,2,2,NORMAL
60.22.205.65,GET,/products/2,0,f,3,3,NORMAL
60.22.205.65,GET,/products/3,0,f,4,4,NORMAL
60.22.205.65,POST,/products/4/stock,60,f,5,5,BLOQUEADO
60.22.205.65,POST,/products/4/stock,60,f,6,6,BLOQUEADO
60.22.205.65,POST,/products/4/stock,110,f,7,7,BLOQUEADO
60.22.205.65,POST,/products/4/stock,110,f,8,8,BLOQUEADO
60.22.205.65,POST,/products/4/stock,150,f,9,9,BLOQUEADO
18.139.176.118,POST,/products/7/stock,60,f,1,1,BLOQUEADO
18.139.176.118,POST,/products/7/stock,60,f,2,2,BLOQUEADO
18.139.176.118,POST,/products/7/stock,60,f,3,3,BLOQUEADO
18.139.176.118,POST,/products/7/stock,110,f,4,4,BLOQUEADO
18.139.176.118,POST,/products/7/stock,150,f,5,5,BLOQUEADO
18.139.176.118,POST,/products/7/stock,150,f,6,6,BLOQUEADO
49.31.84.203,GET,/products/,0,f,1,1,NORMAL
49.31.84.203,POST,/products/8/stock,60,f,2,2,BLOQUEADO
64.101.206.48,GET,/products/19,0,f,1,1,NORMAL
64.101.206.48,GET,/products/19,0,f,2,2,NORMAL
64.101.206.48,GET,/products/19,0,f,3,3,NORMAL
64.101.206.48,GET,/products/19,50,f,4,4,SOSPECHOSO
64.101.206.48,GET,/products/19,150,t,5,5,BLOQUEADO
192.168.143.2,GET,/docs,0,f,4,4,NORMAL
49.198.139.222,POST,/products/4/stock,60,f,1,1,BLOQUEADO
49.198.139.222,POST,/products/4/stock,60,f,2,2,BLOQUEADO
18.120.139.219,POST,/products/3/stock,60,f,1,1,BLOQUEADO
18.120.139.219,POST,/products/3/stock,60,f,2,2,BLOQUEADO
18.120.139.219,POST,/products/3/stock,60,f,3,3,BLOQUEADO
18.120.139.219,POST,/products/3/stock,110,f,4,4,BLOQUEADO
14.53.226.107,GET,/products/,0,f,1,1,NORMAL
14.53.226.107,GET,/products/19,0,f,2,2,NORMAL
14.53.226.107,POST,/products/19/stock,0,f,3,3,NORMAL
14.53.226.107,GET,/products/,0,f,4,4,NORMAL
26.145.33.159,GET,/products/,0,f,1,1,NORMAL
26.145.33.159,POST,/products/19/stock,60,f,2,2,BLOQUEADO
55.176.189.181,GET,/products/,0,f,1,1,NORMAL
55.176.189.181,POST,/products/10/stock,60,f,2,2,BLOQUEADO
11.227.124.82,GET,/products/,0,f,1,1,NORMAL
11.227.124.82,POST,/products/9/stock,60,f,2,2,BLOQUEADO
61.222.42.149,GET,/products/,0,f,1,1,NORMAL
61.222.42.149,GET,/products/8,0,f,2,2,NORMAL
61.222.42.149,POST,/products/8/stock,0,f,3,3,NORMAL
61.222.42.149,GET,/products/,0,f,4,4,NORMAL
59.184.179.202,POST,/products/8/stock,60,f,1,1,BLOQUEADO
59.184.179.202,POST,/products/8/stock,60,f,2,2,BLOQUEADO
59.184.179.202,POST,/products/8/stock,60,f,3,3,BLOQUEADO
59.184.179.202,POST,/products/8/stock,110,f,4,4,BLOQUEADO
59.184.179.202,POST,/products/8/stock,150,f,5,5,BLOQUEADO
59.184.179.202,POST,/products/8/stock,150,f,6,6,BLOQUEADO
35.100.54.34,GET,/products/4,0,f,1,1,NORMAL
35.100.54.34,GET,/products/6,0,f,2,2,NORMAL
35.100.54.34,GET,/products/3,0,f,3,3,NORMAL
35.100.54.34,GET,/products/15,0,f,4,4,NORMAL
35.100.54.34,GET,/products/7,0,f,5,5,NORMAL
35.100.54.34,GET,/products/18,0,f,6,6,NORMAL
35.100.54.34,GET,/products/4,0,f,7,7,NORMAL
35.100.54.34,GET,/products/5,0,f,8,8,NORMAL
35.100.54.34,GET,/products/12,0,f,9,9,NORMAL
35.100.54.34,GET,/products/5,0,f,10,10,NORMAL
35.100.54.34,GET,/products/3,0,f,11,11,NORMAL
35.100.54.34,GET,/products/6,0,f,12,12,NORMAL
35.100.54.34,GET,/products/2,0,f,13,13,NORMAL
35.100.54.34,GET,/products/11,0,f,14,14,NORMAL
35.100.54.34,GET,/products/11,0,f,15,15,NORMAL
78.85.65.56,GET,/products/,0,f,1,1,NORMAL
192.168.143.2,GET,/docs,50,f,5,5,NORMAL
78.85.65.56,POST,/products/17/stock,60,f,2,2,BLOQUEADO
47.255.110.68,GET,/products/,0,f,1,1,NORMAL
47.255.110.68,GET,/products/3,0,f,2,2,NORMAL
47.255.110.68,GET,/products/,0,f,3,3,NORMAL
27.134.116.75,GET,/products/,0,f,1,1,NORMAL
27.134.116.75,GET,/products/1,0,f,2,2,NORMAL
27.134.116.75,GET,/products/2,0,f,3,3,NORMAL
27.134.116.75,GET,/products/3,0,f,4,4,NORMAL
27.134.116.75,POST,/products/15/stock,60,f,5,5,BLOQUEADO
27.134.116.75,POST,/products/15/stock,60,f,6,6,BLOQUEADO
27.134.116.75,POST,/products/15/stock,110,f,7,7,BLOQUEADO
27.134.116.75,POST,/products/15/stock,110,f,8,8,BLOQUEADO
27.134.116.75,POST,/products/15/stock,150,f,9,9,BLOQUEADO
72.92.112.160,POST,/products/7/stock,60,f,1,1,BLOQUEADO
72.92.112.160,POST,/products/7/stock,60,f,2,2,BLOQUEADO
72.92.112.160,POST,/products/7/stock,60,f,3,3,BLOQUEADO
72.92.112.160,POST,/products/7/stock,110,f,4,4,BLOQUEADO
11.161.55.168,GET,/products/,0,f,1,1,NORMAL
11.161.55.168,GET,/products/16,0,f,2,2,NORMAL
11.161.55.168,POST,/products/16/stock,0,f,3,3,NORMAL
11.161.55.168,GET,/products/,0,f,4,4,NORMAL
46.78.100.166,GET,/products/,0,f,1,1,NORMAL
46.78.100.166,POST,/products/8/stock,60,f,2,2,BLOQUEADO
86.237.247.212,GET,/products/4,0,f,1,1,NORMAL
86.237.247.212,GET,/products/4,0,f,2,2,NORMAL
86.237.247.212,GET,/products/4,0,f,3,3,NORMAL
86.237.247.212,GET,/products/4,50,f,4,4,SOSPECHOSO
86.237.247.212,GET,/products/4,150,t,5,5,BLOQUEADO
83.20.5.237,GET,/products/,0,f,1,1,NORMAL
83.20.5.237,POST,/products/11/stock,60,f,2,2,BLOQUEADO
88.148.220.86,GET,/products/,0,f,1,1,NORMAL
88.148.220.86,GET,/products/11,0,f,2,2,NORMAL
88.148.220.86,POST,/products/11/stock,0,f,3,3,NORMAL
88.148.220.86,GET,/products/,0,f,4,4,NORMAL
97.149.156.136,GET,/products/,0,f,1,1,NORMAL
97.149.156.136,POST,/products/4/stock,60,f,2,2,BLOQUEADO
61.1.70.179,GET,/products/8,0,f,1,1,NORMAL
61.1.70.179,GET,/products/3,0,f,2,2,NORMAL
61.1.70.179,GET,/products/14,0,f,3,3,NORMAL
61.1.70.179,GET,/products/13,0,f,4,4,NORMAL
61.1.70.179,GET,/products/18,0,f,5,5,NORMAL
61.1.70.179,GET,/products/6,0,f,6,6,NORMAL
61.1.70.179,GET,/products/17,0,f,7,7,NORMAL
61.1.70.179,GET,/products/3,0,f,8,8,NORMAL
61.1.70.179,GET,/products/12,0,f,9,9,NORMAL
61.1.70.179,GET,/products/16,0,f,10,10,NORMAL
61.1.70.179,GET,/products/10,0,f,11,11,NORMAL
61.1.70.179,GET,/products/7,0,f,12,12,NORMAL
61.1.70.179,GET,/products/3,0,f,13,13,NORMAL
61.1.70.179,GET,/products/11,0,f,14,14,NORMAL
61.1.70.179,GET,/products/5,0,f,15,15,NORMAL
81.186.51.70,GET,/products/,0,f,1,1,NORMAL
81.186.51.70,POST,/products/15/stock,60,f,2,2,BLOQUEADO
42.205.115.229,GET,/products/19,0,f,1,1,NORMAL
42.205.115.229,GET,/products/13,0,f,2,2,NORMAL
42.205.115.229,GET,/products/12,0,f,3,3,NORMAL
42.205.115.229,GET,/products/14,0,f,4,4,NORMAL
42.205.115.229,GET,/products/7,0,f,5,5,NORMAL
42.205.115.229,GET,/products/4,0,f,6,6,NORMAL
42.205.115.229,GET,/products/14,0,f,7,7,NORMAL
42.205.115.229,GET,/products/15,0,f,8,8,NORMAL
42.205.115.229,GET,/products/17,0,f,9,9,NORMAL
42.205.115.229,GET,/products/1,0,f,10,10,NORMAL
42.205.115.229,GET,/products/4,0,f,11,11,NORMAL
42.205.115.229,GET,/products/4,0,f,12,12,NORMAL
42.205.115.229,GET,/products/6,0,f,13,13,NORMAL
42.205.115.229,GET,/products/19,0,f,14,14,NORMAL
42.205.115.229,GET,/products/13,0,f,15,15,NORMAL
75.167.28.149,POST,/products/15/stock,60,f,1,1,BLOQUEADO
75.167.28.149,POST,/products/15/stock,60,f,2,2,BLOQUEADO
75.167.28.149,POST,/products/15/stock,60,f,3,3,BLOQUEADO
51.11.147.176,GET,/products/18,0,f,1,1,NORMAL
51.11.147.176,GET,/products/18,0,f,2,2,NORMAL
51.11.147.176,GET,/products/18,0,f,3,3,NORMAL
51.11.147.176,GET,/products/18,50,f,4,4,SOSPECHOSO
51.11.147.176,GET,/products/18,150,t,5,5,BLOQUEADO
65.157.127.186,GET,/products/,0,f,1,1,NORMAL
65.157.127.186,GET,/products/7,0,f,2,2,NORMAL
65.157.127.186,GET,/products/,0,f,3,3,NORMAL
24.221.104.169,GET,/products/,0,f,1,1,NORMAL
24.221.104.169,POST,/products/14/stock,60,f,2,2,BLOQUEADO
79.248.112.24,GET,/products/16,0,f,1,1,NORMAL
79.248.112.24,GET,/products/16,0,f,2,2,NORMAL
79.248.112.24,GET,/products/16,0,f,3,3,NORMAL
79.248.112.24,GET,/products/16,50,f,4,4,SOSPECHOSO
72.109.138.225,GET,/products/8,0,f,2,2,NORMAL
79.248.112.24,GET,/products/16,150,t,5,5,BLOQUEADO
19.251.31.245,GET,/products/,0,f,1,1,NORMAL
19.251.31.245,POST,/products/5/stock,60,f,2,2,BLOQUEADO
98.114.183.189,GET,/products/,0,f,1,1,NORMAL
98.114.183.189,POST,/products/5/stock,60,f,2,2,BLOQUEADO
54.245.99.77,GET,/products/,0,f,1,1,NORMAL
54.245.99.77,POST,/products/19/stock,60,f,2,2,BLOQUEADO
78.30.136.115,GET,/products/,0,f,1,1,NORMAL
78.30.136.115,GET,/products/6,0,f,2,2,NORMAL
78.30.136.115,POST,/products/6/stock,0,f,3,3,NORMAL
78.30.136.115,GET,/products/,0,f,4,4,NORMAL
44.97.247.55,GET,/products/,0,f,1,1,NORMAL
44.97.247.55,POST,/products/1/stock,60,f,2,2,BLOQUEADO
89.232.217.114,GET,/products/,0,f,1,1,NORMAL
89.232.217.114,POST,/products/3/stock,60,f,2,2,BLOQUEADO
40.236.77.8,GET,/products/8,0,f,1,1,NORMAL
40.236.77.8,GET,/products/8,0,f,2,2,NORMAL
40.236.77.8,GET,/products/8,0,f,3,3,NORMAL
40.236.77.8,GET,/products/8,50,f,4,4,SOSPECHOSO
40.236.77.8,GET,/products/8,150,t,5,5,BLOQUEADO
34.175.44.72,GET,/products/4,0,f,1,1,NORMAL
34.175.44.72,GET,/products/2,0,f,2,2,NORMAL
34.175.44.72,GET,/products/19,0,f,3,3,NORMAL
34.175.44.72,GET,/products/1,0,f,4,4,NORMAL
34.175.44.72,GET,/products/3,0,f,5,5,NORMAL
34.175.44.72,GET,/products/6,0,f,6,6,NORMAL
34.175.44.72,GET,/products/18,0,f,7,7,NORMAL
34.175.44.72,GET,/products/9,0,f,8,8,NORMAL
34.175.44.72,GET,/products/6,0,f,9,9,NORMAL
34.175.44.72,GET,/products/11,0,f,10,10,NORMAL
34.175.44.72,GET,/products/11,0,f,11,11,NORMAL
34.175.44.72,GET,/products/9,0,f,12,12,NORMAL
34.175.44.72,GET,/products/14,0,f,13,13,NORMAL
34.175.44.72,GET,/products/13,0,f,14,14,NORMAL
34.175.44.72,GET,/products/5,0,f,15,15,NORMAL
94.176.130.187,GET,/products/6,0,f,1,1,NORMAL
94.176.130.187,GET,/products/6,0,f,2,2,NORMAL
94.176.130.187,GET,/products/6,0,f,3,3,NORMAL
94.176.130.187,GET,/products/6,50,f,4,4,SOSPECHOSO
94.176.130.187,GET,/products/6,150,t,5,5,BLOQUEADO
38.227.17.160,GET,/products/,0,f,1,1,NORMAL
38.227.17.160,POST,/products/3/stock,60,f,2,2,BLOQUEADO
72.109.138.225,GET,/products/8,0,f,1,1,NORMAL
72.109.138.225,GET,/products/8,0,f,3,3,NORMAL
72.109.138.225,GET,/products/8,50,f,4,4,SOSPECHOSO
72.109.138.225,GET,/products/8,150,t,5,5,BLOQUEADO
34.174.80.53,POST,/products/17/stock,60,f,1,1,BLOQUEADO
34.174.80.53,POST,/products/17/stock,60,f,2,2,BLOQUEADO
34.174.80.53,POST,/products/17/stock,60,f,3,3,BLOQUEADO
34.174.80.53,POST,/products/17/stock,110,f,4,4,BLOQUEADO
34.174.80.53,POST,/products/17/stock,150,f,5,5,BLOQUEADO
34.174.80.53,POST,/products/17/stock,150,f,6,6,BLOQUEADO
22.88.50.128,GET,/products/15,0,f,1,1,NORMAL
22.88.50.128,GET,/products/15,0,f,2,2,NORMAL
22.88.50.128,GET,/products/15,0,f,3,3,NORMAL
22.88.50.128,GET,/products/15,50,f,4,4,SOSPECHOSO
22.88.50.128,GET,/products/15,150,t,5,5,BLOQUEADO
51.185.200.107,POST,/products/10/stock,60,f,1,1,BLOQUEADO
51.185.200.107,POST,/products/10/stock,60,f,2,2,BLOQUEADO
51.185.200.107,POST,/products/10/stock,60,f,3,3,BLOQUEADO
51.185.200.107,POST,/products/10/stock,110,f,4,4,BLOQUEADO
51.185.200.107,POST,/products/10/stock,150,f,5,5,BLOQUEADO
51.185.200.107,POST,/products/10/stock,150,f,6,6,BLOQUEADO
54.244.24.49,GET,/products/8,0,f,1,1,NORMAL
54.244.24.49,GET,/products/5,0,f,2,2,NORMAL
54.244.24.49,GET,/products/10,0,f,3,3,NORMAL
54.244.24.49,GET,/products/4,0,f,4,4,NORMAL
54.244.24.49,GET,/products/10,0,f,5,5,NORMAL
54.244.24.49,GET,/products/4,150,t,6,6,BLOQUEADO
54.244.24.49,GET,/products/1,0,f,7,7,NORMAL
54.244.24.49,GET,/products/5,0,f,8,8,NORMAL
54.244.24.49,GET,/products/2,0,f,9,9,NORMAL
54.244.24.49,GET,/products/16,0,f,10,10,NORMAL
54.244.24.49,GET,/products/1,0,f,11,11,NORMAL
54.244.24.49,GET,/products/7,0,f,12,12,NORMAL
54.244.24.49,GET,/products/3,0,f,13,13,NORMAL
54.244.24.49,GET,/products/12,0,f,14,14,NORMAL
54.244.24.49,GET,/products/4,0,f,15,15,NORMAL
92.238.69.144,GET,/products/,0,f,1,1,NORMAL
92.238.69.144,POST,/products/10/stock,60,f,2,2,BLOQUEADO
66.52.117.3,GET,/products/,0,f,1,1,NORMAL
66.52.117.3,POST,/products/12/stock,60,f,2,2,BLOQUEADO
32.240.148.216,GET,/products/,0,f,1,1,NORMAL
32.240.148.216,POST,/products/1/stock,60,f,2,2,BLOQUEADO
79.43.133.44,GET,/products/,0,f,1,1,NORMAL
79.43.133.44,GET,/products/1,0,f,2,2,NORMAL
79.43.133.44,GET,/products/2,0,f,3,3,NORMAL
79.43.133.44,GET,/products/3,0,f,4,4,NORMAL
79.43.133.44,POST,/products/13/stock,60,f,5,5,BLOQUEADO
79.43.133.44,POST,/products/13/stock,60,f,6,6,BLOQUEADO
79.43.133.44,POST,/products/13/stock,110,f,7,7,BLOQUEADO
79.43.133.44,POST,/products/13/stock,110,f,8,8,BLOQUEADO
79.43.133.44,POST,/products/13/stock,150,f,9,9,BLOQUEADO
41.244.53.30,GET,/products/,0,f,1,1,NORMAL
41.244.53.30,GET,/products/1,0,f,2,2,NORMAL
41.244.53.30,GET,/products/2,0,f,3,3,NORMAL
41.244.53.30,GET,/products/3,0,f,4,4,NORMAL
41.244.53.30,POST,/products/6/stock,60,f,5,5,BLOQUEADO
41.244.53.30,POST,/products/6/stock,60,f,6,6,BLOQUEADO
41.244.53.30,POST,/products/6/stock,110,f,7,7,BLOQUEADO
41.244.53.30,POST,/products/6/stock,110,f,8,8,BLOQUEADO
41.244.53.30,POST,/products/6/stock,150,f,9,9,BLOQUEADO
90.179.111.135,GET,/products/,0,f,1,1,NORMAL
90.179.111.135,POST,/products/16/stock,60,f,2,2,BLOQUEADO
67.107.44.24,GET,/products/,0,f,1,1,NORMAL
67.107.44.24,POST,/products/13/stock,60,f,2,2,BLOQUEADO
12.127.51.161,GET,/products/,0,f,1,1,NORMAL
12.127.51.161,GET,/products/1,0,f,2,2,NORMAL
12.127.51.161,POST,/products/1/stock,0,f,3,3,NORMAL
12.127.51.161,GET,/products/,0,f,4,4,NORMAL
35.144.102.227,GET,/products/13,0,f,1,1,NORMAL
35.144.102.227,GET,/products/13,0,f,2,2,NORMAL
35.144.102.227,GET,/products/17,0,f,3,3,NORMAL
35.144.102.227,GET,/products/17,50,f,4,4,SOSPECHOSO
35.144.102.227,GET,/products/16,0,f,5,5,NORMAL
35.144.102.227,GET,/products/13,0,f,6,6,NORMAL
35.144.102.227,GET,/products/5,0,f,7,7,NORMAL
35.144.102.227,GET,/products/5,0,f,8,8,NORMAL
35.144.102.227,GET,/products/3,0,f,9,9,NORMAL
35.144.102.227,GET,/products/9,0,f,10,10,NORMAL
35.144.102.227,GET,/products/5,0,f,11,11,NORMAL
35.144.102.227,GET,/products/9,0,f,12,12,NORMAL
35.144.102.227,GET,/products/6,0,f,13,13,NORMAL
35.144.102.227,GET,/products/6,0,f,14,14,NORMAL
35.144.102.227,GET,/products/15,0,f,15,15,NORMAL
55.226.203.85,GET,/products/8,0,f,1,1,NORMAL
55.226.203.85,GET,/products/8,0,f,2,2,NORMAL
55.226.203.85,GET,/products/8,0,f,3,3,NORMAL
55.226.203.85,GET,/products/8,50,f,4,4,SOSPECHOSO
55.226.203.85,GET,/products/8,150,t,5,5,BLOQUEADO
23.176.198.186,GET,/products/,0,f,1,1,NORMAL
23.176.198.186,POST,/products/9/stock,60,f,2,2,BLOQUEADO
69.133.137.175,GET,/products/15,0,f,1,1,NORMAL
69.133.137.175,GET,/products/15,0,f,2,2,NORMAL
69.133.137.175,GET,/products/15,0,f,3,3,NORMAL
69.133.137.175,GET,/products/15,50,f,4,4,SOSPECHOSO
69.133.137.175,GET,/products/15,150,t,5,5,BLOQUEADO
69.252.224.214,POST,/products/11/stock,60,f,1,1,BLOQUEADO
69.252.224.214,POST,/products/11/stock,60,f,2,2,BLOQUEADO
69.252.224.214,POST,/products/11/stock,60,f,3,3,BLOQUEADO
69.252.224.214,POST,/products/11/stock,110,f,4,4,BLOQUEADO
69.252.224.214,POST,/products/11/stock,150,f,5,5,BLOQUEADO
69.252.224.214,POST,/products/11/stock,150,f,6,6,BLOQUEADO
99.137.163.189,GET,/products/6,0,f,1,1,NORMAL
99.137.163.189,GET,/products/6,0,f,2,2,NORMAL
99.137.163.189,GET,/products/6,0,f,3,3,NORMAL
99.137.163.189,GET,/products/6,50,f,4,4,SOSPECHOSO
99.137.163.189,GET,/products/6,150,t,5,5,BLOQUEADO
95.13.47.197,GET,/products/,0,f,1,1,NORMAL
95.13.47.197,GET,/products/19,0,f,2,2,NORMAL
95.13.47.197,POST,/products/19/stock,0,f,3,3,NORMAL
95.13.47.197,GET,/products/,0,f,4,4,NORMAL
52.0.201.240,GET,/products/,0,f,1,1,NORMAL
52.0.201.240,POST,/products/12/stock,60,f,2,2,BLOQUEADO
25.33.71.116,GET,/products/,0,f,1,1,NORMAL
25.33.71.116,POST,/products/18/stock,60,f,2,2,BLOQUEADO
42.153.160.53,GET,/products/,0,f,1,1,NORMAL
42.153.160.53,POST,/products/5/stock,60,f,2,2,BLOQUEADO
38.179.61.243,GET,/products/,0,f,1,1,NORMAL
38.179.61.243,POST,/products/12/stock,60,f,2,2,BLOQUEADO
88.143.207.85,GET,/products/,0,f,1,1,NORMAL
88.143.207.85,GET,/products/5,0,f,2,2,NORMAL
88.143.207.85,POST,/products/5/stock,0,f,3,3,NORMAL
88.143.207.85,GET,/products/,0,f,4,4,NORMAL
81.13.55.224,GET,/products/,0,f,1,1,NORMAL
81.13.55.224,POST,/products/9/stock,60,f,2,2,BLOQUEADO
77.187.89.119,POST,/products/12/stock,60,f,1,1,BLOQUEADO
77.187.89.119,POST,/products/12/stock,60,f,2,2,BLOQUEADO
77.187.89.119,POST,/products/12/stock,60,f,3,3,BLOQUEADO
77.187.89.119,POST,/products/12/stock,110,f,4,4,BLOQUEADO
77.187.89.119,POST,/products/12/stock,150,f,5,5,BLOQUEADO
77.187.89.119,POST,/products/12/stock,150,f,6,6,BLOQUEADO
89.212.162.2,GET,/products/,0,f,1,1,NORMAL
89.212.162.2,GET,/products/1,0,f,2,2,NORMAL
89.212.162.2,GET,/products/2,0,f,3,3,NORMAL
89.212.162.2,GET,/products/3,0,f,4,4,NORMAL
89.212.162.2,POST,/products/13/stock,60,f,5,5,BLOQUEADO
89.212.162.2,POST,/products/13/stock,60,f,6,6,BLOQUEADO
89.212.162.2,POST,/products/13/stock,110,f,7,7,BLOQUEADO
89.212.162.2,POST,/products/13/stock,110,f,8,8,BLOQUEADO
67.129.232.133,GET,/products/,0,f,1,1,NORMAL
67.129.232.133,GET,/products/18,0,f,2,2,NORMAL
67.129.232.133,POST,/products/18/stock,0,f,3,3,NORMAL
67.129.232.133,GET,/products/,0,f,4,4,NORMAL
34.123.149.195,GET,/products/,0,f,1,1,NORMAL
34.123.149.195,GET,/products/15,0,f,2,2,NORMAL
34.123.149.195,POST,/products/15/stock,0,f,3,3,NORMAL
34.123.149.195,GET,/products/,0,f,4,4,NORMAL
89.135.156.47,GET,/products/,0,f,1,1,NORMAL
89.135.156.47,POST,/products/2/stock,60,f,2,2,BLOQUEADO
26.74.159.179,POST,/products/18/stock,60,f,1,1,BLOQUEADO
26.74.159.179,POST,/products/18/stock,60,f,2,2,BLOQUEADO
26.74.159.179,POST,/products/18/stock,60,f,3,3,BLOQUEADO
26.74.159.179,POST,/products/18/stock,110,f,4,4,BLOQUEADO
26.74.159.179,POST,/products/18/stock,150,f,5,5,BLOQUEADO
26.74.159.179,POST,/products/18/stock,150,f,6,6,BLOQUEADO
98.80.114.67,GET,/products/,0,f,1,1,NORMAL
98.80.114.67,POST,/products/7/stock,60,f,2,2,BLOQUEADO
95.155.23.29,GET,/products/,0,f,1,1,NORMAL
95.155.23.29,POST,/products/3/stock,60,f,2,2,BLOQUEADO
27.98.244.27,GET,/products/16,0,f,1,1,NORMAL
27.98.244.27,GET,/products/16,0,f,2,2,NORMAL
27.98.244.27,GET,/products/16,0,f,3,3,NORMAL
27.98.244.27,GET,/products/16,50,f,4,4,SOSPECHOSO
27.98.244.27,GET,/products/16,150,t,5,5,BLOQUEADO
10.63.71.172,GET,/products/,0,f,1,1,NORMAL
10.63.71.172,POST,/products/14/stock,60,f,2,2,BLOQUEADO
97.103.66.177,GET,/products/,0,f,1,1,NORMAL
97.103.66.177,POST,/products/18/stock,60,f,2,2,BLOQUEADO
15.116.172.76,GET,/products/,0,f,1,1,NORMAL
52.65.232.162,GET,/products/,0,f,1,1,NORMAL
52.65.232.162,POST,/products/9/stock,60,f,2,2,BLOQUEADO
76.122.211.224,POST,/products/14/stock,60,f,1,1,BLOQUEADO
76.122.211.224,POST,/products/14/stock,60,f,2,2,BLOQUEADO
76.122.211.224,POST,/products/14/stock,60,f,3,3,BLOQUEADO
76.122.211.224,POST,/products/14/stock,110,f,4,4,BLOQUEADO
76.122.211.224,POST,/products/14/stock,150,f,5,5,BLOQUEADO
76.122.211.224,POST,/products/14/stock,150,f,6,6,BLOQUEADO
68.180.132.83,GET,/products/,0,f,1,1,NORMAL
68.180.132.83,POST,/products/2/stock,60,f,2,2,BLOQUEADO
47.41.109.212,GET,/products/,0,f,1,1,NORMAL
47.41.109.212,POST,/products/10/stock,60,f,2,2,BLOQUEADO
82.23.205.111,GET,/products/,0,f,1,1,NORMAL
82.23.205.111,GET,/products/8,0,f,2,2,NORMAL
82.23.205.111,POST,/products/8/stock,0,f,3,3,NORMAL
82.23.205.111,GET,/products/,0,f,4,4,NORMAL
98.156.15.9,GET,/products/,0,f,1,1,NORMAL
98.156.15.9,POST,/products/10/stock,60,f,2,2,BLOQUEADO
79.147.166.202,GET,/products/17,0,f,1,1,NORMAL
79.147.166.202,GET,/products/17,0,f,2,2,NORMAL
79.147.166.202,GET,/products/17,0,f,3,3,NORMAL
79.147.166.202,GET,/products/17,50,f,4,4,SOSPECHOSO
79.147.166.202,GET,/products/17,150,t,5,5,BLOQUEADO
31.200.8.236,GET,/products/,0,f,1,1,NORMAL
31.200.8.236,POST,/products/10/stock,60,f,2,2,BLOQUEADO
93.87.33.127,GET,/products/,0,f,1,1,NORMAL
93.87.33.127,GET,/products/6,0,f,2,2,NORMAL
93.87.33.127,POST,/products/6/stock,0,f,3,3,NORMAL
93.87.33.127,GET,/products/,0,f,4,4,NORMAL
59.244.219.246,GET,/products/,0,f,1,1,NORMAL
59.244.219.246,GET,/products/2,0,f,2,2,NORMAL
59.244.219.246,POST,/products/2/stock,0,f,3,3,NORMAL
